step,amount,oldbalanceOrg,newbalanceOrig,oldbalanceDest,newbalanceDest,type_CASH_OUT,type_DEBIT,type_PAYMENT,type_TRANSFER,Actual_Fraud,Predicted_Fraud
6,19852.81,10089.0,0.0,0.0,0.0,False,False,True,False,0,0
7,200247.34,4008538.61,4208785.95,658909.0,148900.44,False,False,False,False,0,0
2,32852.19,8826825.11,8859677.3,5638293.96,5579568.65,False,False,False,False,0,0
1,4297.27,7468.0,3170.73,0.0,0.0,False,False,True,False,0,0
47,2249574.01,2249574.01,0.0,3785286.98,6034861.0,True,False,False,False,1,1
7,338961.93,0.0,0.0,394595.62,228783.05,False,False,False,True,0,0
9,1154353.99,1154353.99,0.0,162222.0,1965587.6,True,False,False,False,1,1
1,5581.55,530.0,0.0,55058.57,0.0,False,True,False,False,0,0
6,20206.61,10494.0,0.0,0.0,0.0,False,False,True,False,0,0
36,636.0,636.0,0.0,0.0,0.0,False,False,False,True,1,1
6,10854.35,9054.0,0.0,0.0,0.0,False,False,True,False,0,0
4,193626.89,8703220.22,8896847.11,1989764.96,1796138.08,False,False,False,False,0,0
7,506375.58,2725871.09,3232246.67,8075434.74,7569059.16,False,False,False,False,0,0
5,375306.09,7929778.44,8305084.52,6894729.18,6161537.75,False,False,False,False,0,0
54,438224.6,438224.6,0.0,0.0,0.0,False,False,False,True,1,1
6,400794.34,0.0,0.0,7297266.51,7526564.89,True,False,False,False,0,0
7,572028.89,0.0,0.0,4672834.8,5597078.49,False,False,False,True,0,0
1,2399.75,19907.0,17507.25,0.0,0.0,False,False,True,False,0,0
1,398354.37,3153252.8,3551607.17,4719529.75,3997768.55,False,False,False,False,0,0
7,5274.97,381771.9,376496.92,0.0,0.0,False,False,True,False,0,0
4,394042.27,2691286.16,3085328.43,489771.15,99535.4,False,False,False,False,0,0
2,1860.2,56541.0,54680.8,0.0,0.0,False,False,True,False,0,0
6,17737.81,30864.0,13126.19,0.0,0.0,False,False,True,False,0,0
6,18554.73,1018.0,0.0,0.0,18554.73,False,False,False,True,0,0
4,1944.57,650.0,0.0,0.0,0.0,False,False,True,False,0,0
7,7065.2,12884.0,5818.8,0.0,0.0,False,False,True,False,0,0
5,5352.45,8174.0,2821.55,0.0,0.0,False,False,True,False,0,0
1,8440.86,14189.75,5748.89,0.0,0.0,False,False,True,False,0,0
7,154228.23,2598774.2,2753002.43,5824809.68,5670581.45,False,False,False,False,0,0
6,20703.33,201639.0,180935.67,0.0,0.0,False,False,True,False,0,0
6,130580.16,2284420.42,2415000.58,344985.0,498474.72,False,False,False,False,0,0
1,144964.23,0.0,0.0,785172.07,2719172.89,True,False,False,False,0,0
7,15578.71,39537.0,23958.29,0.0,0.0,False,False,True,False,0,0
3,2673.5,11608.0,8934.5,140222.23,2167.32,False,True,False,False,0,0
7,636.76,31917.0,31280.24,0.0,0.0,False,False,True,False,0,0
4,564.53,88.0,0.0,258874.13,259438.66,False,True,False,False,0,0
6,5017.33,0.0,0.0,0.0,0.0,False,False,True,False,0,0
7,178055.24,0.0,0.0,182825.68,360880.92,True,False,False,False,0,0
1,2850.6,51550.07,48699.47,0.0,0.0,False,False,True,False,0,0
2,5567.54,3907.52,0.0,0.0,0.0,False,False,True,False,0,0
69,353313.55,353313.55,0.0,2808260.05,3161573.6,True,False,False,False,1,1
2,158934.62,18136.2,0.0,168294.74,327229.36,True,False,False,False,0,0
5,3365.83,9040.0,5674.17,0.0,0.0,False,False,True,False,0,0
4,7089.25,0.0,0.0,0.0,0.0,False,False,True,False,0,0
80,62134.33,62134.33,0.0,509204.33,571338.66,True,False,False,False,1,1
7,2136.5,9306.0,7169.5,0.0,0.0,False,False,True,False,0,0
4,8280.29,52136.19,43855.89,0.0,0.0,False,False,True,False,0,0
37,503793.25,503793.25,0.0,0.0,95709.62,False,False,False,True,1,1
2,157.91,172.0,14.09,0.0,0.0,False,False,True,False,0,0
1,6488.6,82949.0,76460.4,0.0,0.0,False,False,True,False,0,0
4,3563.97,8594865.16,8598429.14,34361.39,30797.41,False,False,False,False,0,0
7,170689.79,11000000.0,11100000.0,5854252.35,5460002.91,False,False,False,False,0,0
1,6297.71,762.0,0.0,0.0,0.0,False,False,True,False,0,0
6,3118.24,0.0,0.0,0.0,0.0,False,False,True,False,0,0
1,188071.25,1654059.36,1842130.61,194777.92,6706.68,False,False,False,False,0,0
1,6131.21,0.0,0.0,0.0,0.0,False,False,True,False,0,0
5,17356.69,9014.27,0.0,0.0,0.0,False,False,True,False,0,0
6,421361.07,3783751.45,4205112.52,7334738.66,6724357.4,False,False,False,False,0,0
1,280877.92,2188.97,0.0,462914.23,16997.22,True,False,False,False,0,0
4,169941.73,169941.73,0.0,0.0,169941.73,True,False,False,False,1,0
1,3176.52,0.0,0.0,0.0,0.0,False,False,True,False,0,0
7,9537.3,118002.0,108464.7,0.0,0.0,False,False,True,False,0,0
5,822.37,19826.0,19003.63,0.0,0.0,False,False,True,False,0,0
7,263566.2,8779753.56,9043319.75,288898.2,25332.01,False,False,False,False,0,0
4,214223.74,6063964.27,6278188.01,1830098.31,1615874.57,False,False,False,False,0,0
66,107188.41,107188.41,0.0,696135.43,803323.83,True,False,False,False,1,1
6,14574.01,3438179.76,3452753.76,44361.0,29786.99,False,False,False,False,0,0
2,3319.89,0.0,0.0,0.0,0.0,False,False,True,False,0,0
1,2918.83,158.0,0.0,0.0,0.0,False,False,True,False,0,0
1,12061.28,11993.0,0.0,0.0,0.0,False,False,True,False,0,0
2,7832.2,26015.13,18182.93,0.0,0.0,False,False,True,False,0,0
1,10719.85,15175.1,4455.25,0.0,0.0,False,False,True,False,0,0
7,16782.56,0.0,0.0,0.0,0.0,False,False,True,False,0,0
7,573.28,10538.0,9964.72,0.0,0.0,False,False,True,False,0,0
7,478430.17,281605.47,760035.64,1034285.03,346139.62,False,False,False,False,0,0
7,12073.8,0.0,0.0,0.0,0.0,False,False,True,False,0,0
7,97708.32,0.0,0.0,935388.25,1033096.57,False,False,False,True,0,0
5,5379.76,1593.0,0.0,0.0,0.0,False,False,True,False,0,0
1,471.01,36616.0,36144.99,0.0,0.0,False,False,True,False,0,0
1,132457.52,4645760.1,4778217.62,8423943.45,12500000.0,False,False,False,False,0,0
2,7803.48,322.0,0.0,0.0,0.0,False,False,True,False,0,0
1,12229.75,5953785.39,5966015.15,15375.37,3145.61,False,False,False,False,0,0
6,162671.15,4205112.52,4367783.67,297998.36,135327.21,False,False,False,False,0,0
1,3060.54,118643.46,115582.92,0.0,0.0,False,False,True,False,0,0
7,186948.68,0.0,0.0,424323.35,611272.03,True,False,False,False,0,0
7,107360.06,4425.77,0.0,1305828.01,5141218.55,True,False,False,False,0,0
3,8724.11,0.0,0.0,0.0,0.0,False,False,True,False,0,0
7,84504.62,4111580.34,4196084.96,446921.42,392447.25,False,False,False,False,0,0
6,61464.3,96.3,0.0,0.0,61464.3,False,False,False,True,0,0
1,10777.89,105804.0,95026.11,0.0,0.0,False,False,True,False,0,0
1,2338.05,81955.0,79616.95,0.0,0.0,False,False,True,False,0,0
1,722161.86,11120.0,0.0,0.0,708608.07,False,False,False,True,0,0
6,10933.93,47266.2,36332.28,0.0,0.0,False,False,True,False,0,0
1,4510.22,10256.0,5745.78,10697.0,0.0,False,True,False,False,0,0
7,140852.52,937080.09,1077932.61,834177.13,982743.75,False,False,False,False,0,0
7,10311.31,0.0,0.0,0.0,0.0,False,False,True,False,0,0
47,36532.84,36532.84,0.0,0.0,36532.84,True,False,False,False,1,1
1,151768.14,2036.7,0.0,179331.6,92307.65,True,False,False,False,0,0
1,62684.91,1299205.93,1361890.84,220667.03,157982.12,False,False,False,False,0,0
7,193934.43,2607483.45,2801417.89,839003.09,645068.66,False,False,False,False,0,0
7,6624.39,10487.0,3862.61,0.0,0.0,False,False,True,False,0,0
6,98830.07,498809.2,399979.13,49864.36,148694.43,False,False,False,True,0,0
93,269545.63,269545.63,0.0,905690.55,1175236.17,True,False,False,False,1,1
2,262535.15,2863676.43,3126211.59,398250.96,135715.81,False,False,False,False,0,0
30,122235.11,122235.11,0.0,0.0,122235.11,True,False,False,False,1,1
3,2108.36,0.0,0.0,0.0,0.0,False,False,True,False,0,0
1,100677.86,0.0,0.0,701567.56,55974.56,False,False,False,True,0,0
4,8502.55,0.0,0.0,21130.68,29633.23,True,False,False,False,0,0
6,8527.67,35380.0,26852.33,0.0,0.0,False,False,True,False,0,0
9,244068.01,244068.01,0.0,0.0,0.0,False,False,False,True,1,1
6,27535.02,36029.0,8493.98,0.0,0.0,False,False,True,False,0,0
7,285656.95,140821.4,0.0,56211.0,46968.69,True,False,False,False,0,0
2,2276.89,10053.53,7776.65,0.0,0.0,False,False,True,False,0,0
4,2630.2,247.0,0.0,0.0,0.0,False,False,True,False,0,0
6,2273.94,7975.05,5701.12,0.0,0.0,False,False,True,False,0,0
7,10558.24,0.0,0.0,0.0,0.0,False,False,True,False,0,0
7,17014.53,0.0,0.0,0.0,0.0,False,False,True,False,0,0
2,29488.46,553479.18,582967.64,3554299.27,3541578.38,False,False,False,False,0,0
4,4699.24,2843337.36,2848036.61,25800.25,21101.01,False,False,False,False,0,0
7,4630.4,122.0,0.0,0.0,0.0,False,False,True,False,0,0
1,1380.95,32860.06,31479.11,0.0,0.0,False,False,True,False,0,0
6,332.52,322.0,0.0,0.0,0.0,False,False,True,False,0,0
7,81624.34,160709.0,242333.34,35228.81,0.0,False,False,False,False,0,0
2,21987.06,0.0,0.0,0.0,0.0,False,False,True,False,0,0
1,133621.41,119740.86,253362.28,158433.78,24812.36,False,False,False,False,0,0
5,185680.98,3756863.21,3942544.19,1774746.94,1589065.96,False,False,False,False,0,0
7,9138.62,21564.0,12425.38,0.0,0.0,False,False,True,False,0,0
7,32185.19,6381843.64,6414028.83,47501.58,15316.39,False,False,False,False,0,0
71,322113.91,322113.91,0.0,0.0,0.0,False,False,False,True,1,1
1,234094.24,5678386.36,5912480.6,1278333.12,971418.91,False,False,False,False,0,0
1,964.77,28820.0,27855.23,0.0,0.0,False,False,True,False,0,0
1,2054.84,22195.0,20140.16,0.0,0.0,False,False,True,False,0,0
27,329937.88,329937.88,0.0,349407.23,679345.1,True,False,False,False,1,1
58,6501303.14,6501303.14,0.0,0.0,0.0,False,False,False,True,1,1
6,9598.37,0.0,0.0,0.0,0.0,False,False,True,False,0,0
7,33034.11,1751221.16,1784255.27,391811.34,168705.77,False,False,False,False,0,0
2,61.68,6461.0,6399.32,0.0,0.0,False,False,True,False,0,0
6,34594.65,0.0,0.0,0.0,0.0,False,False,True,False,0,0
5,130078.54,11700000.0,11800000.0,10100000.0,9827546.97,False,False,False,False,0,0
7,5744.47,464.0,0.0,0.0,0.0,False,False,True,False,0,0
1,3504.75,207.0,0.0,0.0,0.0,False,False,True,False,0,0
6,113782.9,0.0,0.0,7738926.52,11400000.0,False,False,False,True,0,0
6,12773.5,659.0,0.0,0.0,0.0,False,False,True,False,0,0
32,401575.19,401575.19,0.0,0.0,401575.19,True,False,False,False,1,1
2,149935.68,0.0,0.0,204822.85,354758.53,False,False,False,True,0,0
6,1805520.31,0.0,0.0,7391862.8,9197383.11,False,False,False,True,0,0
7,126588.51,12635.0,0.0,17086.84,143675.35,False,False,False,True,0,0
1,59531.87,0.0,0.0,1968218.89,1015132.48,False,False,False,True,0,0
1,46757.44,8088504.7,8135262.14,814466.17,420946.86,False,False,False,False,0,0
1,13693.11,392271.59,378578.48,0.0,0.0,False,False,True,False,0,0
7,253.22,678.0,424.78,0.0,0.0,False,False,True,False,0,0
4,3103.47,10319.0,7215.53,0.0,0.0,False,False,True,False,0,0
3,1453126.81,0.0,0.0,3809570.13,4790173.09,False,False,False,True,0,0
75,460436.43,460436.43,0.0,0.0,460436.43,True,False,False,False,1,1
2,6550.89,128780.5,122229.61,0.0,0.0,False,False,True,False,0,0
6,15238.97,79752.0,64513.03,0.0,0.0,False,False,True,False,0,0
6,3130.97,8252.0,5121.03,0.0,0.0,False,False,True,False,0,0
7,7614.89,30608.0,22993.11,0.0,0.0,False,False,True,False,0,0
7,7606.59,0.0,0.0,0.0,0.0,False,False,True,False,0,0
6,14845.9,62808.0,47962.1,0.0,0.0,False,False,True,False,0,0
7,16487.8,3748.0,0.0,0.0,0.0,False,False,True,False,0,0
7,13201.91,23087.0,9885.09,0.0,0.0,False,False,True,False,0,0
7,60329.37,13740.47,0.0,86242.27,271703.64,True,False,False,False,0,0
1,269603.45,1384455.91,1654059.36,1682087.54,1412484.09,False,False,False,False,0,0
1,2245.62,30910.0,28664.38,0.0,0.0,False,False,True,False,0,0
2,7767.92,39692.0,31924.08,0.0,0.0,False,False,True,False,0,0
4,3027.49,9902.0,6874.51,0.0,0.0,False,False,True,False,0,0
2,10819.72,5097.0,0.0,0.0,0.0,False,False,True,False,0,0
1,3026.98,31139.0,28112.02,0.0,0.0,False,False,True,False,0,0
7,271308.11,0.0,0.0,8960118.08,10800000.0,True,False,False,False,0,0
5,129630.74,11500000.0,11700000.0,336737.08,84362.06,False,False,False,False,0,0
1,1373.43,13854.0,12480.57,0.0,0.0,False,False,True,False,0,0
1,55536.86,0.0,0.0,915902.37,3420103.09,False,False,False,True,0,0
1,3671.32,100094.0,96422.68,0.0,0.0,False,False,True,False,0,0
36,326884.31,326884.31,0.0,337428.2,664312.51,True,False,False,False,1,1
1,50137.65,6073743.04,6123880.69,318295.22,67268.02,False,False,False,False,0,0
1,3984.3,7868.25,3883.96,0.0,0.0,False,False,True,False,0,0
7,8311.17,20653.0,12341.83,0.0,0.0,False,False,True,False,0,0
1,4564.51,0.0,0.0,0.0,0.0,False,False,True,False,0,0
1,186.22,124804.72,124618.5,0.0,0.0,False,False,True,False,0,0
1,476934.35,0.0,0.0,556252.82,651524.92,True,False,False,False,0,0
3,3027.72,60.0,0.0,0.0,0.0,False,False,True,False,0,0
1,7861.64,176087.23,168225.59,0.0,0.0,False,False,True,False,0,0
2,3714.42,176131.8,172417.38,0.0,0.0,False,False,True,False,0,0
7,44740.0,4064279.33,4109019.33,716365.55,671625.55,False,False,False,False,0,0
1,3468.74,13310.0,9841.26,0.0,0.0,False,False,True,False,0,0
2,13832.09,4249.09,0.0,0.0,0.0,False,False,True,False,0,0
7,9906.29,23076.0,13169.71,0.0,0.0,False,False,True,False,0,0
6,125968.11,308459.0,182490.89,31249.82,157217.94,False,False,False,True,0,0
5,4255.36,7627.0,3371.64,0.0,0.0,False,False,True,False,0,0
7,12923.2,37504.0,24580.8,0.0,0.0,False,False,True,False,0,0
4,4837.77,160302.0,155464.23,0.0,0.0,False,False,True,False,0,0
7,187825.52,10500000.0,10700000.0,1123213.77,1033096.57,False,False,False,False,0,0
72,622235.32,622235.32,0.0,3377968.96,4000204.28,True,False,False,False,1,1
7,411399.71,20471.0,0.0,0.0,68216.27,False,False,False,True,0,0
1,179030.05,0.0,0.0,1357232.47,2107965.39,True,False,False,False,0,0
1,147844.59,5981467.81,6129312.4,228843.79,130747.56,False,False,False,False,0,0
1,411935.8,4496107.18,4908042.98,2519713.91,2107778.11,False,False,False,False,0,0
7,123226.55,3783680.89,3906907.44,13300000.0,12500000.0,False,False,False,False,0,0
7,1952.41,323634.79,321682.38,0.0,0.0,False,False,True,False,0,0
1,503333.79,0.0,0.0,553161.42,971418.91,True,False,False,False,0,0
1,6257.76,22163.0,15905.24,0.0,0.0,False,False,True,False,0,0
2,6069.06,11001.8,4932.75,0.0,0.0,False,False,True,False,0,0
1,6450.56,2006.0,0.0,0.0,0.0,False,False,True,False,0,0
6,21476.23,0.0,0.0,50020.0,71496.23,True,False,False,False,0,0
1,280403.82,448792.55,729196.37,5866032.54,5515763.34,False,False,False,False,0,0
6,34209.42,162.0,0.0,0.0,0.0,False,False,True,False,0,0
1,855931.4,0.0,0.0,1329839.38,2025098.66,False,False,False,True,0,0
4,1919.99,11225.0,9305.01,0.0,0.0,False,False,True,False,0,0
7,23923.09,14038.0,0.0,0.0,0.0,False,False,True,False,0,0
70,266766.78,266766.78,0.0,0.0,0.0,False,False,False,True,1,1
1,634.41,18396.16,17761.75,0.0,0.0,False,False,True,False,0,0
3,1197188.79,0.0,0.0,2560556.45,3757745.24,False,False,False,True,0,0
2,11528.22,32530.0,21001.78,0.0,0.0,False,False,True,False,0,0
2,128357.05,0.0,0.0,341122.21,592289.45,True,False,False,False,0,0
1,8356.44,26806.0,18449.56,0.0,0.0,False,False,True,False,0,0
6,19128.32,133.0,0.0,0.0,0.0,False,False,True,False,0,0
1,170207.14,8335475.31,8505682.45,259513.13,0.0,False,False,False,False,0,0
7,480.03,9375.0,8894.97,0.0,0.0,False,False,True,False,0,0
2,1150.36,41699.0,40548.64,0.0,0.0,False,False,True,False,0,0
1,4416.74,3215.18,0.0,0.0,0.0,False,False,True,False,0,0
1,5184.9,283509.0,278324.1,0.0,0.0,False,False,True,False,0,0
1,14166.38,595572.48,581406.1,34155.22,47409.85,True,False,False,False,0,0
5,15920.5,7004.0,0.0,0.0,0.0,False,False,True,False,0,0
1,71275.47,8499043.13,8570318.6,136084.66,43691.09,False,False,False,False,0,0
1,19644.08,76008.06,56363.98,0.0,0.0,False,False,True,False,0,0
7,93943.96,0.0,0.0,198348.0,4042386.17,True,False,False,False,0,0
7,3393.07,3856.0,462.93,0.0,0.0,False,False,True,False,0,0
6,10019.61,16915.0,6895.39,0.0,0.0,False,False,True,False,0,0
7,10.48,0.0,0.0,0.0,0.0,False,False,True,False,0,0
7,13870.79,99718.0,85847.21,0.0,0.0,False,False,True,False,0,0
4,78639.4,36335.84,0.0,6569821.36,6778025.76,True,False,False,False,0,0
5,4669.87,49345.0,44675.13,0.0,0.0,False,False,True,False,0,0
2,9877.48,468753.35,458875.87,0.0,0.0,False,False,True,False,0,0
7,15974.63,25746.0,9771.37,0.0,0.0,False,False,True,False,0,0
7,3633.39,0.0,0.0,0.0,0.0,False,False,True,False,0,0
5,10381.46,0.0,0.0,0.0,0.0,False,False,True,False,0,0
1,9014.95,0.0,0.0,0.0,0.0,False,False,True,False,0,0
1,271566.78,10259.62,281826.4,3940085.21,3419944.48,False,False,False,False,0,0
7,99504.49,2395219.66,2494724.15,584170.24,253888.02,False,False,False,False,0,0
3,254710.92,90552.84,345263.76,16500000.0,15900000.0,False,False,False,False,0,0
1,8811.67,30848.0,22036.33,0.0,0.0,False,False,True,False,0,0
1,8679.29,150592.0,141912.71,21056.0,0.0,False,True,False,False,0,0
1,2141.82,41643.0,39501.18,0.0,0.0,False,False,True,False,0,0
3,323385.62,363883.69,687269.31,16300000.0,15900000.0,False,False,False,False,0,0
4,2343.87,21566.0,19222.13,0.0,0.0,False,False,True,False,0,0
3,289025.75,3861219.3,4150245.06,10100000.0,9670814.67,False,False,False,False,0,0
7,29091.31,4360656.13,4389747.44,89435.23,60343.92,False,False,False,False,0,0
4,13707.11,13707.11,0.0,0.0,13707.11,True,False,False,False,1,1
7,7788.88,58336.69,50547.82,0.0,0.0,False,False,True,False,0,0
6,30521.02,30521.02,0.0,0.0,0.0,False,False,False,True,1,1
93,4120.14,4120.14,0.0,0.0,0.0,False,False,False,True,1,1
6,224632.6,4242168.6,4466801.19,1888133.08,2554285.76,False,False,False,False,0,0
5,1754.73,42560.0,40805.27,0.0,0.0,False,False,True,False,0,0
7,77565.79,48726.0,0.0,9141.0,44791.98,True,False,False,False,0,0
9,350705.74,350705.74,0.0,894760.68,1794033.65,True,False,False,False,1,1
5,78115.81,22924.8,0.0,86375.65,164491.46,True,False,False,False,0,0
5,5272.65,0.0,0.0,0.0,0.0,False,False,True,False,0,0
1,232953.64,407590.65,640544.28,1172672.27,1517262.16,False,False,False,False,0,0
6,36774.88,19864.0,0.0,0.0,0.0,False,False,True,False,0,0
7,5972.77,0.0,0.0,0.0,0.0,False,False,True,False,0,0
1,2231.28,12998.0,10766.72,0.0,0.0,False,False,True,False,0,0
1,2644.54,39695.0,37050.46,63960.0,18627.02,False,True,False,False,0,0
64,1814483.97,1814483.97,0.0,0.0,1814483.97,True,False,False,False,1,1
4,1522.02,189.0,0.0,0.0,0.0,False,False,True,False,0,0
2,227500.21,3654828.04,3882328.25,1382821.48,1155321.27,False,False,False,False,0,0
1,993.46,19448.0,18454.54,0.0,0.0,False,False,True,False,0,0
1,263590.95,1842130.61,2105721.56,582228.32,318637.36,False,False,False,False,0,0
18,1974352.3,1974352.3,0.0,15531.71,1989884.01,True,False,False,False,1,1
7,1094.03,13918.0,12823.97,0.0,0.0,False,False,True,False,0,0
6,6479.6,10756.0,4276.4,0.0,0.0,False,False,True,False,0,0
7,1058.39,831.0,0.0,0.0,0.0,False,False,True,False,0,0
1,416106.78,12283.0,0.0,291247.23,247063.16,False,False,False,True,0,0
2,209159.54,7649709.82,7858869.37,603117.3,393957.76,False,False,False,False,0,0
74,74177.92,74177.92,0.0,0.0,0.0,False,False,False,True,1,1
7,9665.85,0.0,0.0,0.0,0.0,False,False,True,False,0,0
2,850.65,281759.52,280908.87,0.0,0.0,False,False,True,False,0,0
40,20314.97,20314.97,0.0,1270005.54,1290320.51,True,False,False,False,1,1
7,299337.21,0.0,0.0,6620685.75,6647680.95,True,False,False,False,0,0
7,738.02,5026.0,4287.98,0.0,0.0,False,False,True,False,0,0
6,51437.6,8575072.39,8626510.0,2274476.83,3885428.17,False,False,False,False,0,0
7,8415.4,86402.24,77986.84,0.0,0.0,False,False,True,False,0,0
7,1434.08,79925.0,78490.92,0.0,0.0,False,False,True,False,0,0
7,5138.36,3151.0,0.0,0.0,0.0,False,False,True,False,0,0
1,449.97,13030.57,12580.6,0.0,0.0,False,False,True,False,0,0
1,101669.17,3616113.18,3717782.35,533625.81,2025098.66,False,False,False,False,0,0
7,8019.57,0.0,0.0,0.0,0.0,False,False,True,False,0,0
45,7335355.57,7335355.57,0.0,0.0,0.0,False,False,False,True,1,1
1,3269.57,57324.0,54054.43,20445.0,0.0,False,True,False,False,0,0
7,3780.47,4709.52,929.05,0.0,0.0,False,False,True,False,0,0
